story,action_code1,action_code2,action_code3
تم اتخاذ الاجراءات القانونية ضد الع:ميل والضامن,10,32,
تم اعدام المديونية المستحقة على الع:ميل محاسبيا مع الاستمرار فى الاجراء:ات القانونية المتخذة بتاريخ 202012:,10,41,
تم إعدام المديونية المستحقة على الع:ميل محاسبيا مع الأستمرار فى الأجراء:ات القانونية المتخذة وفقا لقرار لجن:ه الاصول الخاصه بتاريخ 30032022,10,41,
تم إعدام المديونية على العميل محاسب:ياً مع الاستمرار فى الاجراءات القان:ونية المتخذة ضده وفقا لقرار 15122:021,10,41,
تم اعدام المديونيه المستحقه على الع:ميل محاسبيا بتاريخ 03122020مع الا:ستمرار فى الاجراءت القانونيه المتخذ:ه,10,41,
تم اعدام المديونيه المستحقه علي الع:ميل محاسبيا مع الاستمرار في الاجراء:ات القانونيه المتخذه وفقا لقرار مجل:س الاداره بتاريخ  82021,10,41,
ختم وبصمه.,10,11,
عدم السحب الا بعد سداد تجاوز الجاري: مدين,1,41,32
عدم الصرف لوفاة العميل,12,1,32
عميل معدم محاسبيا طبقا لقرار لجنه ا:لاصول بناريخ 20211215,41,,
للعميل بريد مرتد:Major customer now::Major customer now:Major customer :now:Major customer now:Major custom:er now,8,,
للعميل بريد مرتد:مطلوب تحديث بيان:ات العميل:مطلوب تحديث بيانات العميل:,88,,
للعميل خزينه حديديه,27,,
لم يتم استلام دفتر توفير,88,6,
متوفى كخطاب الايسكور,12,,
مطلوب تحديث :مطلوب تحديث بيانات الع:ميل,88,,
مطلوب تحديث البياناتسداد حساب جاري مدين بضمان الراتب,88,41,
مطلوب تحديث البياناتوفاه العميل,88,12,
مطلوب تحديث بيانات العميلتم منح ال:عميل محفظة قاهرة كاش تجار فى حالة ر:غبة العميل بفتح حساب يتم أستيفاء نم:وذج 1 ح ج,88,30,
مطلوب تحديث بيانات للعميل بريد مرتد,88,,
Customer has 1 loans so far.:مطلوب :تحديث بيانات العميلللعميل بريد مرتد,88,,
Customer has 11 loans so far.,17,,
اجراءات قضائيه 82023,10,,
التوجه لفرع بيلا لتنشيط محفظة قاهرة: كاش,30,,
العميل بصمة وختم,10,11,
العميل توفى إلى رحمة الله,12,,
العميل حاصل على بطاقه ائتمانيه بمبل:غ 5000 جم,26,,
العميل ختم وبصمه ولم يتم اصدار كارت:,10,11,
العميل متخذ ضده إجراءات قانونيه,10,32,
العميل محول شؤون قانونيه,10,32,
العميل محول شئون قانونيه بتاريخ 15:82023 جواب تسفير رقم 76 قروض متناه:يه الصغر وكاله ابوكبير,10,32,
العميل محول للشئون القانونية,10,32,
العميل مطلوب للتحديث:مطلوب تحديث بي:انات العميل:مطلوب تحديث بيانات العم:يلللعميل بريد مرتد,88,,
العميل يحمل بطاقة ائتمان بنك القاهر:ة,26,,
تحديث البيانات طرف المركزيه,88,,
تحديث بيانات بريد مرتد,88,,
تم اعدام الدين محاسبيا طبقا لقرار م:جلس الاداره بتاريخ 31102023,41,,
تم إعدام المديونية المستحقة على ال:عميل محاسبيا مع الأستمرار فى الأجرا:ءات القانونية المتخذة وفقا لقرار مج:لس الادارة بتاريخ 31102023,10,41,
تم اعدام المديونية المستحقة على الع:ميل محاسبيا مع الاستمرار فى الاجراء:ات القانونية المتخذة وفقا لقرار مجل:س الادارة بتاريخ 19122021,10,41,
تم اعدام المديونيه المستحقه علي الع:ميل محاسبيا مع الاستمرار في الاجراء:ات القانونيه المتخذه وفقا لقرار مجل:س الاداره بتاريخ 31102022,10,41,
تم تحويل الملف الى الشئون القانونية:,10,32,
تم منح العميل محفظه القاهره كاش تجا:ر وفي حاله رغبه العميل فتح حساب بال:بنك يلزم استيفاء نموزج 1 ح.ج,30,,
خصم المتاح لسداد استخدامات الماستر,25,,
خصم المتاح لسداد استخدامات الماستر :كارد,25,,
خصم المتاح لسداد الماسترللعميل بريد مرتد,25,,
عدم السحب من حساب تمويل عقارى مع قب:ول إيداع,1,32,
عدم السحب من منتج 544 العميل حاصل ع:لى قرض تمويل عقارى,1,32,
عدم السحبتمويل عقاري,1,32,
عميل ديون معدومه بناء على تعليمات م:جلس الاداره,41,,
لا يتم السحب الا بقرار من النيابة ا:لحزبية,1,32,
لا يتم فك التجميد الا بعد سداد الفي:زا,6,,
للعميل بريد مرتد اخطار بوفاة العمي:ل من خلال بيانات الشركة المصرية للا:ستعلام الائتماني  IScore,12,,
مطلوب تحديث البيانات  اخطار بوفاة: العميل من خلال بيانات الشركة المصر:ية للاستعلام الائتماني  IScore,88,12,
مطلوب تحديث البيانات اخطار بوفاة العميل من خلال بيانات :الشركة المصرية للاستعلام الائتماني : IScore,88,12,
مطلوب تحديث البيانات:Major customer: now:Major customer now:Major custo:mer now:Major customer now:Major cu:stomer now,88,8,
مطلوب تحديث بيانات العميل.للعميل بريد مرتد,88,,
مطلوب تحديث بيانات العميل:Major cus:tomer now:Major customer now:Major :customer now:Major customer now:Maj:or customer now:Major customer now::Major customer now:Major customer n:ow,88,8,
مطلوب تحديث بيانات العميلللعميل بر:يد مرتد,88,,
مطلوب تحديث بيانات العميلللعميل بريد مرتد:مطلوب تحديث بيانات: العميل:مطلوب تحديث بيانات العميلللعميل بريد مرتد,88,,
منتج 686 الحد الاقصى لرصيد الحساب 1:0 الاف جنيه الحد الاقصى للمعاملة 6: الاف جنيه  الحد الاقصى الشهرى لمع:املات الحساب 50 الف جنيه,30,17,
وفاة العميله,12,,
يوجد خزن حديدية,27,,
يوجد للعميل خزينة حديديه,27,,
credit card 5000,26,,
Customer has 1 loans so farللعميل بريد مرتد,17,,
Dead,12,,
اخطار بوفاة العميل من خلال شركة الا:ستعلام الائتمانى,12,,
اخطار بوفاه العميل من خلال بيانات ش:ركه I score,12,,
التحديث طرف الإدارة المركزية,88,,
الرجوع الى قسم المراجعه لاستلام كشو:ف الحساب:مطلوب تحديث بيانات العميل,88,,
الرجوع لقسم المشروعات الصغيره,6,,
العميل حاصل على كارت ائتمانالاقصر,26,,
العميل ختم وباصمه,10,11,
ألعميل ختم وبصمه,10,11,
العميل ختم وبصمه ولا يتم اصدار كارت:,10,11,
العميل متخذ ضده الاجراءات القانونيه:,10,32,
العميل متوفى  اخطار بوفاة العميل من خلال بيان:ات الشركة المصرية للاستعلام الائتما:ني  IScore,12,,
العميل متوفىللعميل بريد مرتد,12,,
العميل محال شئون قانونية,10,32,
العميل مستخدم ماستر,26,,
العميل مطلوب تحديثه:مطلوب تحديث بيا:نات العميل,88,,
العميل يحمل ختم وبصمة,10,11,
العميلة حاصلة على بطاقة ائتمانية,26,,
تحديث فاتيكا,88,,
تم اتخاذ الاجراءات القانونية ضد الع:ميل,10,32,
تم اتخاذ الاجراءات القانونيه ضده,10,32,
تم اعدام الدين مع الاستمرار فى الاج:راءات القضائيه,10,41,
تم إعدام المديونية المستحقة على الع:ميل محاسبيا مع الأستمرار فى الأجراء:ات القانونية المتخذة وفقا لقرار مجل:س الادارة بتاريخ 122019,10,41,
